;;;;;;;;;0;0;;;;0;
Società (B);Quadro (C);Altro (D);Ricla MG esteso (E);Codice Conto (F);Conto COGE (G);Cluster II (H);Conto COGE I livello (I);Conto COGE II livello (J);Valore mese € — CVS;Valore mese € — De Giorgi;Stato;Nota;;TOTALE;
CVS;CE;C;Other Revenues;660411;Contributi In C/Impianti;;Altri Ricavi;#NAME?;0;-1980,62;;assente nel grezzo → 0 (nessuna attività);;-1.980,62;660411
CVS;CE;R;Other Revenues;660413;Contributi In C/Esercizio;;Altri Ricavi;contributi in conto esercizio;-18.677,46;0;;Bilancio di Verifica;;-18.677,46;660413
CVS;CE;C;Costi Diretti;680201;Merci C/Acquisti Nazionali;;Costi Per Materie Prime;B6 - per materie prime, sussidiarie, di consumo e di merci;7.647.933,29;75.376,38;;Bilancio di Verifica;;7.723.309,67;680201
CVS;CE;C;Costi Diretti;680205;Merci C/Acquisti Extra Ue;;Costi Per Materie Prime;B6 - per materie prime, sussidiarie, di consumo e di merci;0;0;;assente nel grezzo → 0 (nessuna attività);;0;680205
CVS;CE;C;Canone;680207;Beni Inferiori A 516,46 Euro;;Costi Per Materie Prime;B6 - per materie prime, sussidiarie, di consumo e di merci;0;0;;assente nel grezzo → 0 (nessuna attività);;0;680207
CVS;CE;R;Costruzioni Interne;680209;Capitalizzazioni costi di materie prime;;TBD;TBD;-2.001.545,22;0;;Bilancio di Verifica;;-2.001.545,22;680209
CVS;CE;C;Overheads;680401;Acquisti Vari;;TBD;TBD;81,89;0;;Bilancio di Verifica;;81,89;680401
CVS;CE;C;Overheads;680403;Spese Accessorie Su Acquisti;;TBD;TBD;0;220;;assente nel grezzo → 0 (nessuna attività);;220;680403
CVS;CE;C;Overheads;680601;Carburante;;Costi Per Materie Prime;B6 - per materie prime, sussidiarie, di consumo e di merci;79.349,64;2683,18;;Bilancio di Verifica;;82.032,82;680601
CVS;CE;C;Overheads;680603;Carburante Parz. Ded.;;Costi Per Materie Prime;B6 - per materie prime, sussidiarie, di consumo e di merci;173.653,03;1832,81;;Bilancio di Verifica;;175.485,84;680603
CVS;CE;C;Costi Diretti;700201;Lavoraz. Di Terzi P/Prod. Beni;;Costi Per Servizi;B7 - per servizi;13.306,66;12.925;;Bilancio di Verifica;;26.231,66;700201
CVS;CE;C;Costi Diretti;700203;Lavoraz. Di Terzi P/Prod. Servizi;;Costi Per Servizi;B7 - per servizi;11.105.304,79;151.955,07;;Bilancio di Verifica;;11.257.259,86;700203
CVS;CE;C;Costi Diretti;700205;Manut. E Rip. Su Beni Di Prop.;;Costi Per Servizi;B7 - per servizi;9061,2;5500,9;;Bilancio di Verifica;;14.562,10;700205
CVS;CE;C;Costi Diretti;700207;Manut. E Rip. Su Beni Di Prop. Parz. Ded.;;Costi Per Servizi;B7 - per servizi;8491,29;479,67;;Bilancio di Verifica;;8.970,96;700207
CVS;CE;C;Overheads;700209;Manut. E Rip. Autocarri;;Costi Per Servizi;B7 - per servizi;58.945,79;2000;;Bilancio di Verifica;;60.945,79;700209
CVS;CE;C;Overheads;700211;Manut. E Rip. Autovetture Deduc.;;Costi Per Servizi;B7 - per servizi;5279,23;0;;Bilancio di Verifica;;5.279,23;700211
CVS;CE;C;Overheads;700213;Manut. E Rip. Ord. Beni Di Terzi;;Costi Per Servizi;B7 - per servizi;77.150,23;0;;Bilancio di Verifica;;77.150,23;700213
CVS;CE;C;Overheads;700215;Manut. E Rip. Straord. Beni Di Terzi;;Costi Per Servizi;B7 - per servizi;0;0;;assente nel grezzo → 0 (nessuna attività);;0;700215
CVS;CE;R;Costruzioni Interne;700217;Capitalizzazioni costi per servizi;;TBD;TBD;-5.877.412,68;0;;Bilancio di Verifica;;-5.877.412,68;700217
CVS;CE;;Overheads;700401;Servizi Di Lavoro In Somministrazione;;Costi Per Servizi;B7 - per servizi;25.298,76;0;;Bilancio di Verifica;;25.298,76;700401
CVS;CE;C;Personnel Costs;700403;Compensi A Collaboratori Co.Co.Co.;;Costi Per Servizi;B7 - per servizi;242.668,54;15.283,31;;Bilancio di Verifica;;257.951,85;700403
CVS;CE;C;Overheads;700405;Comp. Prof. Attinenti  Attivita' Senza Rit.;;Costi Per Servizi;B7 - per servizi;568.887,39;0;;Bilancio di Verifica;;568.887,39;700405
CVS;CE;C;Overheads;700407;Comp. Prof. Attinenti  Attivita' C/Rit.;;Costi Per Servizi;B7 - per servizi;1.078.802,76;0;;Bilancio di Verifica;;1.078.802,76;700407
CVS;CE;C;Overheads;700409;Comp. Prof. Attinenti Attivita';;Costi Per Servizi;B7 - per servizi;403.472,76;15.306;;Bilancio di Verifica;;418.778,76;700409
CVS;CE;C;Personnel Costs;700411;Contributi Inps Collaboratori Co.Co.Co;;Costi Per Servizi;B7 - per servizi;39.190,76;3568,08;;Bilancio di Verifica;;42.758,84;700411
CVS;CE;C;Costi Diretti;700601;Spesa Energia Commesse;;Costi Per Servizi;B7 - per servizi;9.600.242,38;151.289,26;;Bilancio di Verifica;;9.751.531,64;700601
CVS;CE;C;Overheads;700603;Spesa Energia Struttura;;Costi Per Servizi;B7 - per servizi;23.936,02;2878,92;;Bilancio di Verifica;;26.814,94;700603
CVS;CE;C;Overheads;700801;Commissioni Bancarie;;Costi Per Servizi;B7 - per servizi;80.784,01;0;;Bilancio di Verifica;;80.784,01;700801
CVS;CE;C;Overheads;700803;Cancelleria;;Costi Per Servizi;B7 - per servizi;12.047,23;335,88;;Bilancio di Verifica;;12.383,11;700803
CVS;CE;C;Overheads;700805;Acqua;;Costi Per Servizi;B7 - per servizi;7274,19;29,62;;Bilancio di Verifica;;7.303,81;700805
CVS;CE;C;Overheads;700807;Gas;;Costi Per Servizi;B7 - per servizi;31.325,50;0;;Bilancio di Verifica;;31.325,50;700807
CVS;CE;C;Overheads;700809;Servizi Di Gestione Immobili;;Costi Per Servizi;B7 - per servizi;73.216,83;0;;Bilancio di Verifica;;73.216,83;700809
CVS;CE;C;Overheads;700811;Pedaggi Autostradali;;Costi Per Servizi;B7 - per servizi;69,9;0;;Bilancio di Verifica;;69,9;700811
CVS;CE;C;Overheads;700813;Pedaggi Autostradali  Parz. Ded.;;Costi Per Servizi;B7 - per servizi;35.087,27;0;;Bilancio di Verifica;;35.087,27;700813
CVS;CE;C;Overheads;700815;Spese Per Trasferte;;Costi Per Servizi;B7 - per servizi;119.529,99;0;;Bilancio di Verifica;;119.529,99;700815
CVS;CE;C;Personnel Costs;700817;Contributi Ad Assoc. Sindacali;;Costi Per Servizi;B7 - per servizi;0;0;;assente nel grezzo → 0 (nessuna attività);;0;700817
CVS;CE;C;Overheads;700819;Altre Spese Generali;;Costi Per Servizi;B7 - per servizi;54.388,60;57,9;;Bilancio di Verifica;;54.446,50;700819
CVS;CE;C;Overheads;700821;Abbonamenti Riviste, Giornali;;Costi Per Servizi;B7 - per servizi;9,52;305;;Bilancio di Verifica;;314,52;700821
CVS;CE;C;Personnel Costs;700823;Contributi Ad Assoc. di Categoria;;TBD;TBD;7207,96;0;;Bilancio di Verifica;;7.207,96;700823
CVS;CE;C;Overheads;701201;Trasporti Su Acquisti;;Costi Per Servizi;B7 - per servizi;60.145,33;461,11;;Bilancio di Verifica;;60.606,44;701201
CVS;CE;C;Overheads;701203;Trasporti Su Vendite;;Costi Per Servizi;B7 - per servizi;0;0;;assente nel grezzo → 0 (nessuna attività);;0;701203
CVS;CE;C;Overheads;701401;Spese Doganali;;Costi Per Servizi;B7 - per servizi;0;0;;assente nel grezzo → 0 (nessuna attività);;0;701401
CVS;CE;C;Overheads;701601;Provvigioni A Intermediari;;Costi Per Servizi;B7 - per servizi;643.268;0;;Bilancio di Verifica;;643.268,00;701601
CVS;CE;C;Overheads;701603;Spese Di Rappresentanza Non Ded.;;Costi Per Servizi;B7 - per servizi;131.797,70;123,94;;Bilancio di Verifica;;131.921,64;701603
CVS;CE;C;Overheads;701605;Spese Di Rappresentanza Ded.;;Costi Per Servizi;B7 - per servizi;6617,28;0;;Bilancio di Verifica;;6.617,28;701605
CVS;CE;C;Overheads;701607;Pubb. E Markt;;Costi Per Servizi;B7 - per servizi;161.022,30;0;;Bilancio di Verifica;;161.022,30;701607
CVS;CE;C;Personnel Costs;701803;Contributi Inps Amministratori;;Costi Per Servizi;B7 - per servizi;0;0;;assente nel grezzo → 0 (nessuna attività);;0;701803
CVS;CE;C;Personnel Costs;701805;Contributi Inail Amministratore;;Costi Per Servizi;B7 - per servizi;852,61;0;;Bilancio di Verifica;;852,61;701805
CVS;CE;C;Overheads;701807;Compensi Sindaci;;Costi Per Servizi;B7 - per servizi;1300;0;;Bilancio di Verifica;;1.300,00;701807
CVS;CE;C;Overheads;701811;Revisione Contabile;;Costi Per Servizi;B7 - per servizi;6820;0;;Bilancio di Verifica;;6.820,00;701811
CVS;CE;C;Overheads;702001;Spese Di Consulenza;;Costi Per Servizi;B7 - per servizi;1.355.538,96;0;;Bilancio di Verifica;;1.355.538,96;702001
CVS;CE;C;Overheads;702003;Tenuta Paghe;;Costi Per Servizi;B7 - per servizi;127.915;8054,4;;Bilancio di Verifica;;135.969,40;702003
CVS;CE;C;Overheads;702201;Spese Telefoniche;;Costi Per Servizi;B7 - per servizi;70.568,70;1221,34;;Bilancio di Verifica;;71.790,04;702201
CVS;CE;C;Overheads;702203;Spese Telefoniche - Numero Verde;;Costi Per Servizi;B7 - per servizi;19.464,10;0;;Bilancio di Verifica;;19.464,10;702203
CVS;CE;C;Overheads;702401;Canoni Software, Licenze E Simili;;Costi Per Servizi;B7 - per servizi;222.003,35;1108,84;;Bilancio di Verifica;;223.112,19;702401
CVS;CE;C;Overheads;702403;Assicurazioni;;Costi Per Servizi;B7 - per servizi;18.339,95;3212,58;;Bilancio di Verifica;;21.552,53;702403
CVS;CE;C;Overheads;702405;Assicurazioni R.C.;;Costi Per Servizi;B7 - per servizi;30.902,54;2731,85;;Bilancio di Verifica;;33.634,39;702405
CVS;CE;C;Overheads;702407;Assicurazioni R.C.A. Parz. Deduc.;;Costi Per Servizi;B7 - per servizi;15.259,39;734,92;;Bilancio di Verifica;;15.994,31;702407
CVS;CE;C;Overheads;702411;Altre Assicurazioni;;Costi Per Servizi;B7 - per servizi;191.525,62;441,51;;Bilancio di Verifica;;191.967,13;702411
CVS;CE;C;Overheads;720201;Fitti Passivi;;Costi Per Godimento Beni Di Terzi;B8 - per godimento di beni di terzi;264.386,57;0;;Bilancio di Verifica;;264.386,57;720201
CVS;CE;C;Overheads;720401;Noleggi Operativi;;Costi Per Godimento Beni Di Terzi;B8 - per godimento di beni di terzi;51.694,26;0;;Bilancio di Verifica;;51.694,26;720401
CVS;CE;C;Overheads;720403;Noleggi Deducibili;;Costi Per Godimento Beni Di Terzi;B8 - per godimento di beni di terzi;47.795,17;957,67;;Bilancio di Verifica;;48.752,84;720403
CVS;CE;C;Overheads;720405;Altri Noleggi;;Costi Per Godimento Beni Di Terzi;B8 - per godimento di beni di terzi;422.809,09;0;;Bilancio di Verifica;;422.809,09;720405
CVS;CE;C;Overheads;720601;Canoni Leasing Operativo;;Costi Per Godimento Beni Di Terzi;B8 - per godimento di beni di terzi;17.675,22;0;;Bilancio di Verifica;;17.675,22;720601
CVS;CE;C;Overheads;720605;Canoni Leasing Deducibile;;TBD;TBD;6500;0;;Bilancio di Verifica;;6.500,00;720605
CVS;CE;C;Personnel Costs;740201;Salari E Stipendi - Operai;;Salari E Stipendi;89a - salari e stipendi;822.904,77;69.448,05;;Bilancio di Verifica;;892.352,82;740201
CVS;CE;C;Personnel Costs;740203;Salari E Stipendi - Impiegati;;Salari E Stipendi;89a - salari e stipendi;2.095.339,18;17.212,78;;Bilancio di Verifica;;2.112.551,96;740203
CVS;CE;C;Personnel Costs;740205;Salari E Stipendi - Dirigenti;;Salari E Stipendi;89a - salari e stipendi;842.556,66;0;;Bilancio di Verifica;;842.556,66;740205
CVS;CE;C;Personnel Costs;740207;Rimborsi Da Nota Spese;;Salari E Stipendi;89a - salari e stipendi;101.489,14;0;;Bilancio di Verifica;;101.489,14;740207
CVS;CE;C;Personnel Costs;740209;Salari E Stipendi - 13ma Operai;;N/A_Conti Infrannuali;N/A_conti infrannuali;79.732,86;0;;Bilancio di Verifica;;79.732,86;740209
CVS;CE;C;Personnel Costs;740211;Salari E Stipendi - 13ma Impiegati;;N/A_Conti Infrannuali;N/A_conti infrannuali;225.607,77;0;;Bilancio di Verifica;;225.607,77;740211
CVS;CE;C;Personnel Costs;740213;Salari E Stipendi - 13ma Dirigenti;;N/A_Conti Infrannuali;N/A_conti infrannuali;89.304,81;0;;Bilancio di Verifica;;89.304,81;740213
CVS;CE;R;Costruzioni Interne;740215;Capitalizzazioni costi del personale;;TBD;TBD;-2.475.534,92;0;;Bilancio di Verifica;;-2.475.534,92;740215
CVS;CE;C;Personnel Costs;740401;Ferie Maturate E Non Godute;;Altri Costi;89a - salari e stipendi;477.601,93;0;;Bilancio di Verifica;;477.601,93;740401
CVS;CE;C;Personnel Costs;740601;Oneri Previdenziali I.N.P.S. - Operai;;Oneri Sociali;89b - oneri sociali;235.109,89;19.015,70;;Bilancio di Verifica;;254.125,59;740601
CVS;CE;C;Personnel Costs;740603;Altri Oneri Previdenziali;;TBD;TBD;0;520;;assente nel grezzo → 0 (nessuna attività);;520;740603
CVS;CE;C;Personnel Costs;740605;Contributi Fasi;;N/A_Conti Infrannuali;N/A_conti infrannuali;20.720;0;;Bilancio di Verifica;;20.720,00;740605
CVS;CE;C;Personnel Costs;740607;Contributi Previndai;;N/A_Conti Infrannuali;N/A_conti infrannuali;25.573,24;0;;Bilancio di Verifica;;25.573,24;740607
CVS;CE;C;Personnel Costs;740609;Oneri Previdenziali I.N.P.S. - Dirigenti;;Oneri Sociali;89b - oneri sociali;336.838,91;0;;Bilancio di Verifica;;336.838,91;740609
CVS;CE;C;Personnel Costs;740611;Oneri Previdenziali I.N.P.S. - Impiegati;;Oneri Sociali;89b - oneri sociali;664.931,25;3489,92;;Bilancio di Verifica;;668.421,17;740611
CVS;CE;C;Personnel Costs;740801;Oneri Sociali Inail;;Oneri Sociali;89b - oneri sociali;34.694,67;0;;Bilancio di Verifica;;34.694,67;740801
CVS;CE;C;Personnel Costs;741001;Oneri Sociali Ferie Maturate E Non Godute;;Oneri Sociali;89b - oneri sociali;130.549,24;0;;Bilancio di Verifica;;130.549,24;741001
CVS;CE;C;Personnel Costs;741201;Trattamento Di Fine Rapporto;;Tfr;B9c - trattamento di fine rapporto;140.397,95;7392,4;;Bilancio di Verifica;;147.790,35;741201
CVS;CE;C;Personnel Costs;741203;Tfr Destinato A Fondo Pensione;;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;741203
CVS;CE;C;Personnel Costs;741401;Bonus;;Costi Del Personale;89a - salari e stipendi;544.000;0;;Bilancio di Verifica;;544.000,00;741401
CVS;CE;C;Personnel Costs;741601;Buoni Pasto;;Altri Costi;B7 - per servizi;205.217,04;0;;Bilancio di Verifica;;205.217,04;741601
CVS;CE;C;Overheads;741605;Spese Cellulari;;Altri Costi;B7 - per servizi;38.032,05;1525,56;;Bilancio di Verifica;;39.557,61;741605
CVS;CE;C;Personnel Costs;741607;Welfare;;Altri Costi;B7 - per servizi;97.340,13;0;;Bilancio di Verifica;;97.340,13;741607
CVS;CE;C;Personnel Costs;741801;Formazione Del Personale;;Altri Costi;B7 - per servizi;57.424,50;240;;Bilancio di Verifica;;57.664,50;741801
CVS;CE;C;Overheads;741803;Head Hunter;;Altri Costi;B7 - per servizi;56.090;0;;Bilancio di Verifica;;56.090,00;741803
CVS;CE;C;Personnel Costs;742001;Trattamento Di Quiescenza E Simili - Operai;;Trattamento Di Fine Rapporto;B9c - trattamento di fine rapporto;5151,19;0;;Bilancio di Verifica;;5.151,19;742001
CVS;CE;C;Personnel Costs;742003;Altri Costi Del Personale;;TBD;TBD;23.760,71;0;;Bilancio di Verifica;;23.760,71;742003
CVS;CE;C;Personnel Costs;742005;Trattamento Di Quiescenza E Simili - Dirigenti;;Trattamento Di Fine Rapporto;B9c - trattamento di fine rapporto;77.938,91;0;;Bilancio di Verifica;;77.938,91;742005
CVS;CE;C;Personnel Costs;742009;Trattamento Di Quiescenza E Simili - Impiegati;;Trattamento Di Fine Rapporto;B9c - trattamento di fine rapporto;71.459,19;0;;Bilancio di Verifica;;71.459,19;742009
CVS;CE;C;Depreciation and amortization;760201;Amm.To Lic. Uso Soft.;Software;Ammortamento Imm. Immateriali;810a - ammortamento delle immobilizzazioni immateriali;627.224,13;0;;Bilancio di Verifica;;627.224,13;760201
CVS;CE;C;Depreciation and amortization;760401;Amm.To Costi D'impianto;Impianto e ampliamento;Ammortamento Imm. Immateriali;810a - ammortamento delle immobilizzazioni immateriali;1102;0;;Bilancio di Verifica;;1.102,00;760401
CVS;CE;C;Depreciation and amortization;760601;Amm.To Lav. Straord. Beni Di Terzi;Lavori su beni di terzi;Ammortamento Imm. Immateriali;810a - ammortamento delle immobilizzazioni immateriali;4.362.356,04;29.063,68;;Bilancio di Verifica;;4.391.419,72;760601
CVS;CE;C;Depreciation and amortization;760801;Amm.To Avviamento;Avviamento;Ammortamento Imm. Immateriali;810a - ammortamento delle immobilizzazioni immateriali;1239;0;;Bilancio di Verifica;;1.239,00;760801
CVS;CE;C;Depreciation and amortization;761001;Amm.to Concessioni, Licenze, Marchi e Diritti Simili;Concessioni licenze e marchi;Ammortamento Imm. Immateriali;810a - ammortamento delle immobilizzazioni immateriali;29.686,15;0;;Bilancio di Verifica;;29.686,15;761001
CVS;CE;C;Depreciation and amortization;761201;Amm.to Costi di ricerca e sviluppo;Costi di ricerca e sviluppo;Ammortamento Imm. Immateriali;810a - ammortamento delle immobilizzazioni immateriali;0;0;;assente nel grezzo → 0 (nessuna attività);;0;761201
CVS;CE;C;Depreciation and amortization;761601;Amm.to Altri Costi Ad Util. Plur. Da Amm.;Impianti e macchinari;TBD;TBD;1797;0;;Bilancio di Verifica;;1.797,00;761601
CVS;CE;C;Depreciation and amortization;761605;Ammortamenti Diritti D'uso;Leasing;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;761605
CVS;CE;C;Depreciation and amortization;761607;Amm.To lista clienti;Avviamento;TBD;TBD;1.149.429,60;0;;Bilancio di Verifica;;1.149.429,60;761607
CVS;CE;C;Depreciation and amortization;780201;Amm.To Ord. Fabb. Ind.Li E Comm.;Terreni e fabbricati;Ammortamento Imm. Materiali;B10b - ammortamento delle immobilizzazioni materiali;20.291,61;7702,66;;Bilancio di Verifica;;27.994,27;780201
CVS;CE;C;Depreciation and amortization;780203;Amm.To Ord. Fabb. Ind.Li E Comm. (MiniPia);Terreni e fabbricati;Ammortamento Imm. Materiali;B10b - ammortamento delle immobilizzazioni materiali;10.848,45;0;;Bilancio di Verifica;;10.848,45;780203
CVS;CE;C;Depreciation and amortization;780401;Amm.To Ord. Cost. Legg.;Terreni e fabbricati;Ammortamento Imm. Materiali;B10b - ammortamento delle immobilizzazioni materiali;2477,78;0;;Bilancio di Verifica;;2.477,78;780401
CVS;CE;C;Depreciation and amortization;780601;Amm.To Ord. Imp. Gen.;Impianti e macchinari;Ammortamento Imm. Materiali;B10b - ammortamento delle immobilizzazioni materiali;10.599,88;272,85;;Bilancio di Verifica;;10.872,73;780601
CVS;CE;C;Depreciation and amortization;780603;Amm.To Ord. Imp. Specifici;Impianti e macchinari;N/A_Conti Infrannuali;N/A_conti infrannuali;22.793,41;0;;Bilancio di Verifica;;22.793,41;780603
CVS;CE;C;Depreciation and amortization;780801;Amm.To Ord. Macc.;Impianti e macchinari;Ammortamento Imm. Materiali;B10b - ammortamento delle immobilizzazioni materiali;0;2330,14;;assente nel grezzo → 0 (nessuna attività);;2.330,14;780801
CVS;CE;C;Depreciation and amortization;781001;Amm.To Ord. Att. Ind.Li E Comm.;Attrezzature industriali e commerciali;Ammortamento Imm. Materiali;B10b - ammortamento delle immobilizzazioni materiali;55.735,82;315,42;;Bilancio di Verifica;;56.051,24;781001
CVS;CE;C;Depreciation and amortization;781201;Amm.To Ord. Mob.E Mac. Ord. Uff.;Ufficio;Ammortamento Imm. Materiali;B10b - ammortamento delle immobilizzazioni materiali;20.604,49;0;;Bilancio di Verifica;;20.604,49;781201
CVS;CE;C;Depreciation and amortization;781401;Amm.To Ord. Macc. Elettrom. Uff.;Ufficio;Ammortamento Imm. Materiali;B10b - ammortamento delle immobilizzazioni materiali;22.651,93;595,31;;Bilancio di Verifica;;23.247,24;781401
CVS;CE;C;Depreciation and amortization;781801;Amm.To Ord. Autocarri/Autovetture;Veicoli;Ammortamento Imm. Materiali;B10b - ammortamento delle immobilizzazioni materiali;13.040,61;10.119,45;;Bilancio di Verifica;;23.160,06;781801
CVS;CE;C;Depreciation and amortization;782001;Amm.To Ord. Autovetture;Veicoli;Ammortamento Imm. Materiali;B10b - ammortamento delle immobilizzazioni materiali;2941,77;0;;Bilancio di Verifica;;2.941,77;782001
CVS;CE;C;Depreciation and amortization;782401;Amm.To Appar. Radiomobili;Impianti e macchinari;TBD;TBD;897,83;0;;Bilancio di Verifica;;897,83;782401
CVS;CE;C;Depreciation and amortization;782801;Ammortamento Arredamento;Ufficio;Ammortamento Imm. Materiali;B10b - ammortamento delle immobilizzazioni materiali;34,2;878,79;;Bilancio di Verifica;;912,99;782801
CVS;CE;C;Depreciation and amortization;783001;Amm.To Beni Inferiori Ai 516,46 Euro;Ufficio;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;783001
CVS;CE;C;Costi Diretti;800205;Materie Prime C/Rim Finali;;Variazione Delle Rimanenze Materie Prime, Suss.;B11 - variazioni delle rimanenze di materie prime, sussidiarie, di consumo e merci;-5.244.545,07;-111.115,03;;Bilancio di Verifica;;-5.355.660,10;800205
CVS;CE;C;Costi Diretti;800405;Materie Prime C/Rim Iniziali;;Variazione Delle Rimanenze Materie Prime, Suss.;B11 - variazioni delle rimanenze di materie prime, sussidiarie, di consumo e merci;2.131.263,21;123.249,95;;Bilancio di Verifica;;2.254.513,16;800405
CVS;CE;C;Bad debt and other provisions;820201;Acc.To Su Fond. Rischi;;Accantonamenti ;B12 - accantonamenti per rischi ;0;0;;assente nel grezzo → 0 (nessuna attività);;0;820201
CVS;CE;C;Bad debt and other provisions;820203;Acc.To Su Fond. Sval. Crediti;;Svalutazione Crediti;B10d - svalutazioni dei crediti compresi nell'attivo circolante e delle disponibilità liquide;0;0;;assente nel grezzo → 0 (nessuna attività);;0;820203
CVS;CE;C;Bad debt and other provisions;820403;Sval. Di Titoli Non  Partecipazioni;;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;820403
CVS;CE;;Overheads;840201;Oneri Contrattuali;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;27.236,49;0;;Bilancio di Verifica;;27.236,49;840201
CVS;CE;C;Overheads;840401;Tassa Di Proprieta' Autoveicoli;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;1104,6;140,83;;Bilancio di Verifica;;1.245,43;840401
CVS;CE;C;Overheads;840403;Tassa Prop.Veicoli Parz.Ded.;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;11.383,67;22,01;;Bilancio di Verifica;;11.405,68;840403
CVS;CE;C;Overheads;840601;Imposta di bollo;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;1910,05;222,76;;Bilancio di Verifica;;2.132,81;840601
CVS;CE;C;Overheads;860201;Minusvalenze;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;0;0;;assente nel grezzo → 0 (nessuna attività);;0;860201
CVS;CE;C;Extraordinary Item (Attive);860205;Sopravvenienze Passive;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;0;0;;assente nel grezzo → 0 (nessuna attività);;0;860205
CVS;CE;C;Extraordinary Item (Attive);860207;Sopravvenienze Passive Ord. Inded.;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;22.519,83;0;;Bilancio di Verifica;;22.519,83;860207
CVS;CE;C;Overheads;860209;Differenze Di Cambio Passive;;N/A_Conti Infrannuali;N/A_conti infrannuali;172,36;0;;Bilancio di Verifica;;172,36;860209
CVS;CE;C;Overheads;880201;Imposta Imu;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;3109;1548;;Bilancio di Verifica;;4.657,00;880201
CVS;CE;C;Overheads;880203;Tassa Sui Rifiuti;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;3015,38;1166;;Bilancio di Verifica;;4.181,38;880203
CVS;CE;C;Taxes overheads;880205;Altre Imposte E Tasse Ded.;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;140.731,57;1552,95;;Bilancio di Verifica;;142.284,52;880205
CVS;CE;C;Taxes overheads;880207;Altre Imposte E Tasse Inded.;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;166.401,98;0;;Bilancio di Verifica;;166.401,98;880207
CVS;CE;C;Overheads;880209;Tasse Di Concessione Governat.;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;2375,68;309,87;;Bilancio di Verifica;;2.685,55;880209
CVS;CE;C;Overheads;880211;Diritti Camerali;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;3568,16;230;;Bilancio di Verifica;;3.798,16;880211
CVS;CE;C;Overheads;880401;Omaggi Passivi;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;0;0;;assente nel grezzo → 0 (nessuna attività);;0;880401
CVS;CE;C;Overheads;880601;Sconti, Ribassi E  Abbuoni Passivi;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;-112,46;4,97;;Bilancio di Verifica;;-107,49;880601
CVS;CE;C;Overheads;880801;Multe E Ammende;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;0;0;;assente nel grezzo → 0 (nessuna attività);;0;880801
CVS;CE;C;Overheads;880803;Multe E Ammende Indeducibili;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;5236,02;774,99;;Bilancio di Verifica;;6.011,01;880803
CVS;CE;C;Overheads;881001;Erog. Liberali Ded.;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;24.265;200;;Bilancio di Verifica;;24.465,00;881001
CVS;CE;C;Financial Income;900201;Differenziale Derivati Di Copertura;;Altri Proventi Finanziari;C16.d - proventi diversi dai precedenti;-214.475,36;0;;Bilancio di Verifica;;-214.475,36;900201
CVS;CE;R;Financial Income;900205;Proventi Da Titoli In  Attivo Circolante Non  Partecipazioni;;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;900205
CVS;CE;R;Financial Income;900209;Interessi Attivi;;Altri Proventi Finanziari;C16.d - proventi diversi dai precedenti;-19.111,54;0;;Bilancio di Verifica;;-19.111,54;900209
CVS;CE;R;Financial Income;900211;Int. Att. Tit. Red. Fisso  No Imp. Sos.;;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;900211
CVS;CE;R;Financial Income;900219;Altri Proventi Da Crediti Da Altri;;Altri Proventi Finanziari;C16.d - proventi diversi dai precedenti;0;0;;assente nel grezzo → 0 (nessuna attività);;0;900219
CVS;CE;C;Financial Income;900221;Interessi Attivi Da Attualizzazione;;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;900221
CVS;CE;C;Financial Expenses;920207;Interessi Da Debiti Verso Banche;;Proventi E Oneri Finanziari;C17e - verso altri;83.426,69;3049,58;;Bilancio di Verifica;;86.476,27;920207
CVS;CE;C;Financial Expenses;920209;Interessi Da Attualizzazione;;Proventi E Oneri Finanziari;C17e - verso altri;0;0;;assente nel grezzo → 0 (nessuna attività);;0;920209
CVS;CE;C;Financial Expenses;920211;Interessi Da Altri Debiti;;Proventi E Oneri Finanziari;C17e - verso altri;14,09;364,27;;Bilancio di Verifica;;378,36;920211
